code,name,sector
002901,大博医疗,医药卫生
002906,华阳集团,工业
002911,佛燃能源,公用事业
002913,奥士康,信息技术
002925,盈趣科技,信息技术
002928,华夏航空,工业
002929,润建股份,信息技术
002936,郑州银行,金融
002941,新疆交建,工业
002946,新乳业,主要消费
002947,恒铭达,信息技术
002948,青岛银行,金融
002960,青鸟消防,工业
002965,祥鑫科技,工业
002967,广电计量,工业
002978,安宁股份,原材料
002979,雷赛智能,工业
002985,北摩高科,工业
002987,京北方,信息技术
002993,奥海科技,信息技术
003006,百亚股份,主要消费
003012,东鹏控股,原材料
003039,顺控发展,公用事业
300007,汉威科技,信息技术
300008,天海防务,工业
300009,安科生物,医药卫生
300026,红日药业,医药卫生
300027,华谊兄弟,通信服务
300031,宝通科技,通信服务
300034,钢研高纳,原材料
300035,中科电气,工业
300036,超图软件,信息技术
300045,华力创通,工业
300047,天源迪科,信息技术
300049,福瑞医科,医药卫生
300065,海兰信,工业
300068,南都电源,工业
300075,数字政通,信息技术
300077,国民技术,信息技术
300079,数码视讯,信息技术
300080,易成新能,原材料
300083,创世纪,工业
300085,银之杰,信息技术
300087,荃银高科,主要消费
300088,长信科技,信息技术
300098,高新兴,信息技术
300101,振芯科技,信息技术
300102,乾照光电,信息技术
300113,顺网科技,通信服务
300119,瑞普生物,主要消费
300127,银河磁体,信息技术
300130,新国都,信息技术
300131,英唐智控,信息技术
300133,华策影视,通信服务
300134,大富科技,信息技术
300151,昌红科技,工业
300166,东方国信,信息技术
300170,汉得信息,信息技术
300171,东富龙,工业
300180,华峰超纤,原材料
300181,佐力药业,医药卫生
300182,捷成股份,通信服务
300183,东软载波,信息技术
300184,力源信息,信息技术
300185,通裕重工,工业
300188,国投智能,信息技术
300199,翰宇药业,医药卫生
300224,正海磁材,原材料
300226,上海钢联,信息技术
300229,拓尔思,信息技术
300232,洲明科技,信息技术
300236,上海新阳,原材料
300244,迪安诊断,医药卫生
300253,卫宁健康,信息技术
300257,开山股份,工业
300260,新莱应材,工业
300276,三丰智能,工业
300284,苏交科,工业
300294,博雅生物,医药卫生
300296,利亚德,信息技术
300298,三诺生物,医药卫生
300303,聚飞光电,信息技术
300315,掌趣科技,通信服务
300319,麦捷科技,信息技术
300323,华灿光电,信息技术
300327,中颖电子,信息技术
300337,银邦股份,原材料
300341,麦克奥迪,工业
300348,长亮科技,信息技术
300352,北信源,信息技术
300357,我武生物,医药卫生
300360,炬华科技,信息技术
300363,博腾股份,医药卫生
300378,鼎捷数智,信息技术
300398,飞凯材料,原材料
300401,花园生物,医药卫生
300406,九强生物,医药卫生
300409,道氏技术,原材料
300415,伊之密,工业
300416,苏试试验,工业
300428,立中集团,原材料
300438,鹏辉能源,工业
300443,金雷股份,工业
300446,航天智造,工业
300451,创业慧康,信息技术
300455,航天智装,工业
300456,赛微电子,信息技术
300457,赢合科技,工业
300459,汤姆猫,通信服务
300463,迈克生物,医药卫生
300468,四方精创,信息技术
300470,中密控股,工业
300475,香农芯创,信息技术
300482,万孚生物,医药卫生
300492,华图山鼎,可选消费
300493,润欣科技,信息技术
300525,博思软件,信息技术
300548,长芯博创,信息技术
300568,星源材质,原材料
300573,兴齐眼药,医药卫生
300576,容大感光,原材料
300579,数字认证,信息技术
300580,贝斯特,工业
300593,新雷能,工业
300595,欧普康视,医药卫生
300598,诚迈科技,信息技术
300602,飞荣达,工业
300607,拓斯达,工业
300613,富瀚微,信息技术
300618,寒锐钴业,原材料
300620,光库科技,信息技术
300624,万兴科技,信息技术
300633,开立医疗,医药卫生
300634,彩讯股份,信息技术
300638,广和通,信息技术
300641,正丹股份,原材料
300655,晶瑞电材,原材料
300657,弘信电子,信息技术
300660,江苏雷利,工业
300663,科蓝软件,信息技术
300666,江丰电子,信息技术
300672,国科微,信息技术
300674,宇信科技,信息技术
300678,中科信息,信息技术
300682,朗新科技,信息技术
300685,艾德生物,医药卫生
300687,赛意信息,信息技术
300693,盛弘股份,工业
300702,天宇股份,医药卫生
300705,九典制药,医药卫生
300723,一品红,医药卫生
300725,药石科技,医药卫生
300726,宏达电子,工业
300738,奥飞数据,信息技术
300747,锐科激光,信息技术
300755,华致酒行,主要消费
300761,立华股份,主要消费
300762,上海瀚讯,通信服务
300768,迪普科技,信息技术
300770,新媒股份,通信服务
300772,运达股份,工业
300773,拉卡拉,金融
300775,三角防务,工业
300776,帝尔激光,工业
300777,中简科技,原材料
300779,惠城环保,原材料
300783,三只松鼠,主要消费
300809,华辰装备,工业
300811,铂科新材,工业
300820,英杰电气,工业
300821,东岳硅材,原材料
300827,上能电气,工业
300841,康华生物,医药卫生
300850,新强联,工业
300855,图南股份,原材料
300856,科思股份,主要消费
300861,美畅股份,工业
300870,欧陆通,信息技术
300910,瑞丰新材,原材料
300913,兆龙互连,信息技术
300917,特发服务,房地产
300925,法本信息,信息技术
300926,博俊科技,工业
300953,震裕科技,工业
301000,肇民科技,工业
301004,嘉益股份,可选消费
301015,百洋医药,医药卫生
301018,申菱环境,工业
301029,怡合达,工业
301031,中熔电气,工业
301035,润丰股份,原材料
301039,中集车辆,工业
301047,义翘神州,医药卫生
301050,雷电微力,工业
301061,匠心家居,可选消费
301071,力量钻石,原材料
301078,孩子王,可选消费
301087,可孚医疗,医药卫生
301091,深城交,工业
301095,广立微,信息技术
301101,明月镜片,可选消费
301109,军信股份,工业
301127,武汉天源,公用事业
301153,中科江南,信息技术
301155,海力风电,工业
301171,易点天下,通信服务
301175,中科环保,公用事业
301177,迪阿股份,可选消费
301205,联特科技,信息技术
301207,华兰疫苗,医药卫生
301215,中汽股份,工业
301217,铜冠铜箔,原材料
301219,腾远钴业,原材料
301238,瑞泰新材,原材料
301262,海看股份,通信服务
301263,泰恩康,医药卫生
301267,华厦眼科,医药卫生
301268,铭利达,工业
301275,汉朔科技,信息技术
301291,明阳电气,工业
301293,三博脑科,医药卫生
301297,富乐德,工业
301316,慧博云通,信息技术
301325,曼恩斯特,工业
301327,华宝新能,可选消费
301339,通行宝,信息技术
301345,涛涛车业,可选消费
301363,美好医疗,医药卫生
301371,敷尔佳,医药卫生
301376,致欧科技,可选消费
301377,鼎泰高科,工业
301381,赛维时代,可选消费
301392,汇成真空,信息技术
301458,钧崴电子,信息技术
301487,盟固利,原材料
301500,飞南资源,原材料
301508,中机认检,工业
301510,固高科技,信息技术
301511,德福科技,信息技术
301522,上大股份,原材料
301526,国际复材,原材料
301550,斯菱智驱,工业
301551,无线传媒,通信服务
301556,托普云农,信息技术
301565,中仑新材,原材料
301571,国科天成,信息技术
301589,诺瓦星云,信息技术
301592,六九一二,信息技术
301600,慧翰股份,信息技术
301602,超研股份,医药卫生
301606,绿联科技,可选消费
301622,英思特,信息技术
301626,苏州天脉,信息技术
301631,壹连科技,工业
301658,首航新能,工业
301665,泰禾股份,原材料
301678,新恒汇,信息技术
600006,东风股份,工业
600012,皖通高速,工业
600017,日照港,工业
600020,中原高速,工业
600022,山东钢铁,原材料
600033,福建高速,工业
600037,歌华有线,通信服务
600055,万东医疗,医药卫生
600056,中国医药,医药卫生
600057,厦门象屿,工业
600058,五矿发展,原材料
600059,古越龙山,主要消费
600063,皖维高新,原材料
600064,南京高科,房地产
600072,中船科技,工业
600075,新疆天业,原材料
600094,大名城,房地产
600100,同方股份,信息技术
600105,永鼎股份,信息技术
600113,浙江东日,主要消费
600114,东睦股份,工业
600116,三峡水利,公用事业
600120,浙江东方,金融
600123,兰花科创,能源
600125,铁龙物流,工业
600129,太极集团,医药卫生
600133,东湖高新,工业
600151,航天机电,工业
600155,华创云信,金融
600158,中体产业,可选消费
600163,中闽能源,公用事业
600167,联美控股,公用事业
600179,安通控股,工业
600185,珠免集团,可选消费
600186,莲花控股,主要消费
600197,伊力特,主要消费
600201,生物股份,医药卫生
600206,有研新材,原材料
600210,紫江企业,工业
600211,西藏药业,医药卫生
600216,浙江医药,医药卫生
600217,中再资环,工业
600223,福瑞达,医药卫生
600246,万通发展,房地产
600248,陕建股份,工业
600252,中恒集团,医药卫生
600258,首旅酒店,可选消费
600259,中稀有色,原材料
600266,城建发展,房地产
600267,海正药业,医药卫生
600269,赣粤高速,工业
600273,嘉化能源,原材料
600285,羚锐制药,医药卫生
600292,电投水电,公用事业
600301,华锡有色,原材料
600305,恒顺醋业,主要消费
600315,上海家化,主要消费
600320,振华重工,工业
600323,瀚蓝环境,工业
600325,华发股份,房地产
600328,中盐化工,原材料
600330,天通股份,信息技术
600331,宏达股份,原材料
600335,国机汽车,工业
600338,西藏珠峰,原材料
600353,旭光电子,信息技术
600361,创新新材,原材料
600366,宁波韵升,工业
600373,中文传媒,通信服务
600388,龙净环保,工业
600389,江山股份,原材料
600395,盘江股份,能源
600399,抚顺特钢,原材料
600403,大有能源,能源
600409,三友化工,原材料
600416,湘电股份,工业
600420,国药现代,医药卫生
600422,昆药集团,医药卫生
600428,中远海特,工业
600446,金证股份,信息技术
600452,涪陵电力,公用事业
600456,宝钛股份,原材料
600458,时代新材,原材料
600459,贵研铂业,原材料
600461,洪城环境,公用事业
600475,华光环能,工业
600478,科力远,工业
600480,凌云股份,工业
600490,鹏欣资源,原材料
600502,安徽建工,工业
600507,方大特钢,原材料
600508,上海能源,能源
600509,天富能源,公用事业
600529,山东药玻,医药卫生
600531,豫光金铅,原材料
600550,保变电气,工业
600552,凯盛科技,信息技术
600556,天下秀,通信服务
600557,康缘药业,医药卫生
600559,老白干酒,主要消费
600572,康恩贝,医药卫生
600575,淮河能源,能源
600577,精达股份,工业
600586,金晶科技,原材料
600587,新华医疗,医药卫生
600595,中孚实业,原材料
600596,新安股份,原材料
600597,光明乳业,主要消费
600612,老凤祥,可选消费
600618,氯碱化工,原材料
600619,海立股份,工业
600621,华鑫股份,金融
600623,华谊集团,原材料
600629,华建集团,工业
600633,浙数文化,通信服务
600635,大众公用,公用事业
600639,浦东金桥,房地产
600640,国脉文化,通信服务
600641,先导基电,信息技术
600643,爱建集团,金融
600645,中源协和,医药卫生
600649,城投控股,房地产
600651,飞乐音响,信息技术
600654,中安科,信息技术
600657,信达地产,房地产
600662,外服控股,工业
600664,哈药股份,医药卫生
600667,太极实业,工业
600675,中华企业,房地产
600682,南京新百,可选消费
600686,金龙汽车,工业
600710,苏美达,工业
600717,天津港,工业
600718,东软集团,信息技术
600726,华电能源,公用事业
600728,佳都科技,信息技术
600729,重庆百货,可选消费
600740,山西焦化,原材料
600744,华银电力,公用事业
600746,江苏索普,原材料
600750,华润江中,医药卫生
600751,海航科技,信息技术
600757,长江传媒,通信服务
600759,洲际油气,能源
600761,安徽合力,工业
600771,广誉远,医药卫生
600773,西藏城投,房地产
600776,东方通信,通信服务
600782,新钢股份,原材料
600783,鲁信创投,金融
600787,中储股份,工业
600789,鲁抗医药,医药卫生
600810,神马股份,原材料
600812,华北制药,医药卫生
600821,金开新能,公用事业
600827,百联股份,可选消费
600835,上海机电,工业
600850,电科数字,信息技术
600859,王府井,可选消费
600861,北京人力,工业
600864,哈投股份,公用事业
600866,星湖科技,医药卫生
600867,通化东宝,医药卫生
600869,远东股份,工业
600872,中炬高新,主要消费
600877,电科芯片,信息技术
600882,妙可蓝多,主要消费
600888,新疆众和,原材料
600894,广日股份,工业
600903,贵州燃气,公用事业
600908,无锡银行,金融
600916,中国黄金,可选消费
600928,西安银行,金融
600929,雪天盐业,主要消费
600933,爱柯迪,工业
600961,株冶集团,原材料
600963,岳阳林纸,原材料
600971,恒源煤电,能源
600975,新五丰,主要消费
600986,浙文互联,通信服务
600993,马应龙,医药卫生
600996,贵广网络,通信服务
600997,开滦股份,能源
601003,柳钢股份,原材料
601020,华钰矿业,原材料
601022,宁波远洋,工业
601033,永兴股份,公用事业
601038,一拖股份,工业
601068,中铝国际,工业
601069,西部黄金,原材料
601083,锦江航运,工业
601089,福元医药,医药卫生
601096,宏盛华源,工业
601101,昊华能源,能源
601107,四川成渝,工业
601126,四方股份,工业
601137,博威合金,原材料
601163,三角轮胎,工业
601187,厦门银行,金融
601200,上海环境,工业
601208,东材科技,原材料
601222,林洋能源,工业
601311,骆驼股份,工业
601326,秦港股份,工业
601369,陕鼓动力,工业
601375,中原证券,金融
601500,通用股份,工业
601519,大智慧,信息技术
601528,瑞丰银行,金融
601595,上海电影,通信服务
601606,长城军工,工业
601609,金田股份,原材料
601619,嘉泽新能,公用事业
601636,旗滨集团,原材料
601677,明泰铝业,原材料
601678,滨化股份,原材料
601702,华峰铝业,原材料
601718,际华集团,可选消费
601777,千里科技,可选消费
601778,晶科科技,公用事业
601801,皖新传媒,通信服务
601811,新华文轩,通信服务
601858,中国科传,通信服务
601860,紫金银行,金融
601869,长飞光纤,信息技术
601882,海天精工,工业
601890,亚星锚链,工业
601900,南方传媒,通信服务
601908,京运通,工业
601949,中国出版,通信服务
601952,苏垦农发,主要消费
601963,重庆银行,金融
601969,海南矿业,原材料
601975,招商南油,能源
603005,晶方科技,信息技术
603009,北特科技,工业
603013,亚普股份,工业
603014,威高血净,医药卫生
603025,大豪科技,信息技术
603026,石大胜华,原材料
603027,千禾味业,主要消费
603033,三维股份,原材料
603039,泛微网络,信息技术
603043,广州酒家,主要消费
603055,台华新材,可选消费
603056,德邦股份,工业
603057,紫燕食品,主要消费
603063,禾望电气,工业
603072,天和磁材,信息技术
603083,剑桥科技,信息技术
603093,南华期货,金融
603099,长白山,可选消费
603100,川仪股份,工业
603103,横店影视,通信服务
603108,润达医疗,医药卫生
603118,共进股份,信息技术
603119,浙江荣泰,工业
603127,昭衍新药,医药卫生
603128,华贸物流,工业
603162,海通发展,工业
603169,兰石重装,工业
603171,税友股份,信息技术
603193,润本股份,主要消费
603194,中力股份,工业
603197,保隆科技,工业
603202,天有为,可选消费
603218,日月股份,工业
603219,富佳股份,可选消费
603220,中贝通信,通信服务
603227,雪峰科技,原材料
603229,奥翔药业,医药卫生
603236,移远通信,信息技术
603256,宏和科技,原材料
603262,技源集团,医药卫生
603267,鸿远电子,工业
603279,景津装备,工业
603283,赛腾股份,工业
603297,永新光学,信息技术
603299,苏盐井神,主要消费
603300,海南华铁,工业
603305,旭升集团,工业
603306,华懋科技,工业
603308,应流股份,工业
603317,天味食品,主要消费
603323,苏农银行,金融
603327,福蓉科技,信息技术
603328,依顿电子,信息技术
603337,杰克股份,工业
603355,莱克电气,可选消费
603358,华达科技,工业
603360,百傲化学,原材料
603383,顶点软件,信息技术
603393,新天然气,能源
603395,红四方,原材料
603456,九洲药业,医药卫生
603477,巨星农牧,主要消费
603496,恒为科技,信息技术
603505,金石资源,原材料
603508,思维列控,信息技术
603516,淳中科技,信息技术
603530,神马电力,工业
603533,掌阅科技,通信服务
603556,海兴电力,工业
603567,珍宝岛,医药卫生
603583,捷昌驱动,工业
603588,高能环境,工业
603599,广信股份,原材料
603612,索通发展,原材料
603613,国联股份,信息技术
603619,中曼石油,能源
603638,艾迪精密,工业
603662,柯力传感,信息技术
603663,三祥新材,原材料
603667,五洲新春,工业
603678,火炬电子,工业
603690,至纯科技,工业
603693,江苏新能,公用事业
603698,航天工程,工业
603713,密尔克卫,工业
603730,岱美股份,工业
603733,仙鹤股份,原材料
603809,豪能股份,工业
603826,坤彩科技,原材料
603866,桃李面包,主要消费
603871,嘉友国际,工业
603876,鼎胜新材,原材料
603881,数据港,信息技术
603883,老百姓,医药卫生
603887,城地香江,工业
603888,新华网,通信服务
603915,国茂股份,工业
603919,金徽酒,主要消费
603983,丸美生物,主要消费
603997,继峰股份,工业
605009,豪悦护理,医药卫生
605011,杭州热电,公用事业
605020,永和股份,原材料
605090,九丰能源,能源
605099,共创草坪,可选消费
605111,新洁能,信息技术
605116,奥锐特,医药卫生
605118,力鼎光电,信息技术
605123,派克新材,工业
605198,安德利,主要消费
605296,神农集团,主要消费
605333,沪光股份,工业
605376,博迁新材,原材料
605507,国邦医药,医药卫生
605555,德昌股份,可选消费
605599,菜百股份,可选消费
688001,华兴源创,信息技术
688003,天准科技,工业
688005,容百科技,原材料
688006,杭可科技,工业
688007,光峰科技,可选消费
688016,心脉医疗,医药卫生
688029,南微医学,医药卫生
688032,禾迈股份,工业
688048,长光华芯,信息技术
688050,爱博医疗,医药卫生
688062,迈威生物,医药卫生
688063,派能科技,工业
688068,热景生物,医药卫生
688083,中望软件,信息技术
688088,虹软科技,信息技术
688091,上海谊众,医药卫生
688097,博众精工,工业
688106,金宏气体,原材料
688107,安路科技,信息技术
688110,东芯科技,信息技术
688116,天奈科技,原材料
688123,聚辰股份,信息技术
688127,蓝特光学,信息技术
688128,中国电研,工业
688131,皓元医药,医药卫生
688139,海尔生物,医药卫生
688141,杰华特,信息技术
688146,中船特气,原材料
688147,微导纳米,工业
688150,莱特光电,信息技术
688153,唯捷创芯,信息技术
688158,优刻得,信息技术
688165,埃夫特,工业
688177,百奥泰,医药卫生
688182,灿勤科技,信息技术
688185,康希诺,医药卫生
688190,云路股份,原材料
688200,华峰测控,信息技术
688205,德科立,信息技术
688206,概伦电子,信息技术
688208,道通科技,信息技术
688209,英集芯,信息技术
688232,新点软件,信息技术
688252,天德钰,信息技术
688262,国芯科技,信息技术
688270,臻镭科技,信息技术
688276,百克生物,医药卫生
688279,峰岹科技,信息技术
688289,圣湘生物,医药卫生
688300,联瑞新材,原材料
688306,均普智能,工业
688313,仕佳光子,信息技术
688321,微芯生物,医药卫生
688326,经纬恒润,信息技术
688327,云从科技,信息技术
688331,荣昌生物,医药卫生
688332,中科蓝讯,信息技术
688333,铂力特,工业
688337,普源精电,信息技术
688343,云天励飞,信息技术
688348,昱能科技,工业
688351,微电生理,医药卫生
688352,颀中科技,信息技术
688362,甬矽电子,信息技术
688372,伟测科技,信息技术
688380,中微半导,信息技术
688382,益方生物,医药卫生
688390,固德威,工业
688400,凌云光,信息技术
688403,汇成股份,信息技术
688408,中信博,工业
688409,富创精密,工业
688432,有研硅,信息技术
688433,华曙高科,工业
688439,振华风光,信息技术
688443,智翔金泰,医药卫生
688484,南芯科技,信息技术
688498,源杰科技,信息技术
688502,茂莱光学,信息技术
688503,聚和材料,原材料
688515,裕太微,信息技术
688516,奥特维,工业
688519,南亚新材,信息技术
688522,纳睿雷达,信息技术
688523,航天环宇,工业
688536,思瑞浦,信息技术
688543,国科军工,工业
688548,广钢气体,原材料
688549,中巨芯,原材料
688552,航天南湖,工业
688559,海目星,工业
688567,孚能科技,工业
688575,亚辉龙,医药卫生
688584,上海合晶,信息技术
688586,江航装备,工业
688591,泰凌微,信息技术
688596,正帆科技,工业
688612,威迈斯,工业
688630,芯碁微装,工业
688631,莱斯信息,信息技术
688639,华恒生物,原材料
688652,京仪装备,工业
688658,悦康药业,医药卫生
688660,电气风电,工业
688686,奥普特,信息技术
688690,纳微科技,原材料
688696,极米科技,可选消费
688698,伟创电气,工业
688700,东威科技,工业
688717,艾罗能源,工业
688726,拉普拉斯,工业
688739,成大生物,医药卫生
688766,普冉股份,信息技术
688776,国光电气,工业
688779,五矿新能,原材料
688789,宏华数科,工业
688798,艾为电子,信息技术
688800,瑞可达,工业
